title,transcript,likes,comments,views,duration_sec,total_claims,false_claims,label
video,"Top 4 ADHD Facts No One Really Tell You About Top 5 We Really Struggle with Short Term Memory People with ADHD often have difficulty with working memory which is the ability to hold and manipulate information in your mind for a short period of time. This can make it challenging to follow instructions, remember what you just read or heard or keep track of what you were doing. Forgetting things like appointments, assignments or where you put your keys is a very common thing with ADHD. Number 2 Not everyone with ADHD have high energy While hyperactivity is one of the core symptoms of ADHD, not everyone with a condition that is visibly hyperactive or high energy. Some people with ADHD, especially adults, experience more of the inattentive symptoms like distractibility, disorganisation and difficulty focusing. This is something referred to as an inattentive type of ADHD. Number 3 We Feel Guilty If Our Struggles Impact Others Around Us Many individuals with ADHD are highly aware of how their symptoms and challenges can affect those around them like family members, friends or co-workers. Certain important things, being disorganised or struggling to follow through can really create frustration for others. This awareness often leads to feelings of guilt, shame or low self-esteem. Number 4 Intelligence has nothing to do with ADHD. ADHD is not related to a person's intelligence level or IQ. Some highly intelligent people have ADHD while others with average or lower IQs may also have the condition. ADHD impacts executive functioning skills like focus, organisation and self-regulation but it does not determine overall cognitive abilities or potential.",607,40,12900,93,12,5,3
video,"5 hidden symptoms of ADHD 1. Predicting movie plots ADHD brains excel at pattern recognition often guessing plots early 2. Replaying the same song Repetition eases anxiety boosts dopamine and creates focus 3. Disliking afternoon appointments Anxiety keeps them in waiting mode until the task is done 4. Revenge Bedtime procrastination Sacrificing sleep to reclaim control after a mentally exhausting day 5. Holding onto old items Attaching memories to objects helps counter out of sight, out of mind.",510,12,36600,31,9,9,4
video,"People with ADHD aren't broken. They have a Ferrari engine with bicycle brakes. If you have it, you already know. Let's talk about your unfair advantage. Normal brains seek stability. Your brain seeks intensity. You don't have a lack of focus. You have an inability to focus on things that don't electrify you. When a normal person hits a wall, they stop. When you hit a wall, your brain flips into hyperfocus. You become an execution machine capable of doing 10 hours of work in two. You don't need motivation. You need a deadline, the shadow side. The paralyzing boredom that feels like physical pain. You're not lazy. You're just dopamine starved. High-value individuals with ADHD don't fight their brain. They engineer their environment. Your chaos is your superpower. Don't try to slow down. Build better brakes. Start dominating your obsession before it dominates you.",6327,49,73700,60,6,6,4
video,"Let me hit you with some facts about ADHD that most people don't know and I promise they'll change how you see yourself. Number one, people with ADHD are more likely to be entrepreneurs or innovators because we take risks and spot opportunities others just miss. Number two, our brains release less dopamine during boring tasks, which is why we struggle with simple things like forms or routines. It's not laziness, it's just neurochemistry. Number three, ADHD brains can enter hyperfocus, which means we can work for hours with laser sharp concentration when we're passionate. That's our weakness, that is a super skill. Number four, studies show that ADHD minds are often more creative, connecting dots that others don't even see. And number five, resilience. People with ADHD spend their lives navigating challenges and that builds a kind of grit that can't be taught. So this is what I want you to know. ADHD isn't a distraction, it's about potential. You learn your wiring, learn your strengths and stop apologising for being different. Being different. The world needs brains like ours. That's facts.",140,16,1845,85,7,6,4
video,"Another thing that's very important for people with ADHD is their working memory. If you ask folks who have ADHD, how's your memory? Often they'll say, I've got the best memory of my family. I can remember stuff nobody else can remember. They'll give you some example about some movie they saw ten years ago, and they can tell you every detail of the entire storyline of the movie they saw at once ten years ago, and haven't seen it since. Or somebody else will say, yeah, I went to the Super Bowl five years ago. I can still describe for you almost every play they ran during that game. But even though they might be very good about remembering some things like that from a long time ago, if you ask them about something that happened just a couple of minutes ago or yesterday, often they can't tell you. The problem with memory with ADHD is not with long-term storage memory. It's with short-term working memory. They'll read something. They understand it perfectly well at the moment that they read it. They read a few more pages, stop for a second, and realize their eyes have gone over every word. They haven't got the foggiest idea of what they just read. Or, if it really bothers them, they'll study for a test the night before the test.",58800,818,887700,60,4,3,3
video,"One of the things that I found that's really interesting with ADHD is how people with ADHD approach problems and tasks. And what I found that's really interesting is this. If you give a person with ADHD a page of homework, they're probably not going to do this. If you give them the same exact content in the form of a game where each one of the questions gives them immediate feedback when they finish it, they'll do the entire thing. And they'll do it faster than a person who doesn't have ADHD. It's incredibly, incredibly effective. What I find more often than not is that somebody with ADHD is really effective when they get instant, immediate feedback on every action. And if they have to wait for that delayed feedback, then they won't do it. Gamify that shit. If you have ADHD, gamify all of your tasks. Make yourself lists. Give yourself points. Hack yourself. 100%. Would I love this as a kid? Yeah. I'm finding this more and more, especially with working with people in the workforce that have ADHD, is finding ways to help them to work the best. And immediate feedback seems to work very, very well. You don't know if you have ADHD? Go get tested. That's an important thing. As an ADHD person, lists don't help. They may not help for you. I found that they've helped for other people with ADHD. If they can mark that thing off on the list, and that feels like progress. Not for everybody, right? You have to remember that you are unique in that respect. Every person is. You are about two pounds of fat piloting a bone mech with meat armor. You're run by chemical signals. Like, we're weird. Right? So you're going to have to find unique solutions for you, and some of these aren't going to work. And you're going to try it. You'll be like, that didn't work for me. So let me try it a little bit different. Let me try it in a different way. And then eventually you find a way that works with it. So some people, lists work. Some people, gamifying it works. Some people, those little applications that help them stay on task, that give them points and shit. Sometimes that works, too. It's useful. Really, really useful. And I think that's important. And anytime you're dealing with something like this, you know what the best option is? Talk to a professional. ",151200,1096,1200000,104,6,6,4
video,"But a symptom that's not talked about that much is impaired motivation. And this is a huge problem with ADHD. It's a symptom that causes conflicts with others and can affect how you think about yourself. You can think, why can't I just do this? You can have something that you need to get done and it just feels physically painful to break through the inertia to do it. And it may not even be all that much that you need to do. But if your head isn't in it, those five steps can seem like a thousand. And the people in your life who are affected by your failure to follow through with something can conclude that you're just lazy and unreliable. But it's not lazy. It's a brain problem. People with ADHD have a disruption in the dopamine reward pathway in the brain. Two of the pathways affect motivation. The first one is the mesolimbic pathway. Your limbic area processes emotional memory. Therefore, when you experience something that's pleasurable, this part of the brain is activated by dopamine and you learn that this activity brings pleasure. That pleasure can be basic needs like food and sex or more complex gratification like praise and validation. And this is what we mean by reward. You do something like eat a piece of chocolate and you learn that the chocolate feels good and you desire to eat more chocolate. The second important pathway that affects the ADHD brain is the mesocortical pathway. With this pathway, dopamine is produced by nerve cells in the midbrain and it travels to your prefrontal cortex. This area of your brain is responsible for motivation and executive functions. Stimulants like Adderall, Ritalin and Vyvanse work to increase dopamine in this pathway. So with ADHD, this reward system is impaired because you have less dopamine transport proteins to carry the dopamine along the track to get to its intended destination. So you don't get the proper dopamine signals to reinforce positive and productive behaviors. Without this reinforcement, your efforts don't feel satisfying and you lose motivation.",8863,69,117000,98,7,7,4
video,"Here's something you probably didn't know about ADHD part 3. Dogs can actually help us. A study was done at the University of California where they had two groups of children. One group was given therapy dogs, the other was just on a normal treatment path, and the group that ended up having the therapy dogs did better on their tests, were more attentive. Like seriously, their ADHD symptoms were way better managed when they had a therapy dog. Although they did show the same results on both ends for impulsivity, but when you have an animal and when you're talking about impulsive actions, an animal isn't really going to help with that, but the brain is an organ we can exercise. When we have something that we need to take responsibility for, we need to take care of, we see those actions that are typically mismanaged by ADHD get better because we are exercising our brain to focus better, have a better schedule, as well as taking care of ourselves.",286,3,7222,58,6,5,3
video,"What is ADHD and how does it actually affect the brain? ADHD is where people grow up in a dysfunctional home. And then we learn to live in our head for our safe space. So that's why we're always in our head. And as you get older, it affects you more because you can't just live in your head all day because you're going to be irresponsible. You're not going to be able to follow through on things. You're going to be distracted. And with ADHD brains, the world is created in a way that's not meant for our brain. And so when it goes untreated, then we tend to live lives of suicide ideations and depression and frustration. We hurt a lot of people and we don't tend to maintain things. It could come off as a hyperactive or it could be inattentive or you can have both.",2926,100,91200,49,8,7,4
video,"How to spot or AuDHD in just 30 seconds. You have two halves. One half is quiet, shy, rule abiding. The other half is rule breaking, outgoing, extroverted. And on the days where you're this half, this half isn't happy. And on the days where you're this half, this half isn't happy. You call yourself an extroverted introvert. You get exhausted planning what you need to do that you end up doing nothing. Then you feel really guilty about doing nothing. You feel socially incapable and awkward, but you're actually really hyper aware and very intuitive to everyone around you. You really dislike change. Your personality will constantly change depending on who you are around. On some days autism is dominant and people call you not enough. On some days ADHD is dominant and people call you too much. You find social gatherings really overwhelming and you don't know who to talk to or what to say. You talk to everyone at social gatherings and you say everything and then you panic because you've overshared. You hate loud noises. Unless it's a song you really like and you can control the volume. If you relate to this, you're probably going to relate to my other content as well. I'm on a mission to make people with ADHD and neurodivergence feel more seen and heard. Follow me for more neurodivergent content.",157900,2507,2000000,58,11,11,4
video,"ADHD is one of the most painful things to live with. Not because it's loud, because it's contradictory. You're capable of anything and motivated to do almost nothing. You understand everyone around you, but can't explain what's happening inside yourself. You have brilliant ideas, but no patience to finish a single one. You're a genius who can't handle an email. An extrovert who needs to be completely alone. A person full of advice who can't follow any of it. And the worst part, you know, you always know. You can see exactly what you need to do and still you can't get there. That gap between knowing and doing is where the shame lives. That's what nobody talks about. Not the distraction, the shame, the feeling of being broken. And it stays there quietly for years. Because no one ever told you this isn't a character flaw. This is a brain that was never properly explained to you. So let me tell you the one thing you actually need to hear. Forgive yourself. It was never your fault.",28800,602,510400,60,8,8,4
video,"So someone with ADHD, typically, no matter how together they may appear senior, professional, successful, successful, slick, will undoubtedly have struggled in their earlier life. To get by, to fit in, to kind of match their potential. They'd have heard messages, and I've not worked with anyone today that hasn't had an experience around this, where there may be that mismatch. If only you tried harder, you've got great potential, but just try harder. You know, you hear lazy, not trying hard enough. You go through this process of being delivered negative labels, maybe well-intentioned ones, maybe ones that to someone neurotypical wouldn't have such a profound effect. But if you're getting them in multiple scenarios, and you're being told by people you're too much, not enough, A, it's really confusing as an identity piece, but you internalize that. How can that not affect your self-esteem, how you feel and know you are perceived in the world",20000,53,185800,59,5,5,4
video,"ADHD is diagnosed as a neurological problem. Right? It's a problem with the brain. And it's treated as a problem of the brain. Right? So we can give kids uppers to wake them up in the day. Ritalin, whatever. It absolutely works. You can give them downers at night to go to sleep. Right? And 10% of the population in the U.S. has ADHD. And around 60% are on these pharmaceutical drugs. And these drugs absolutely work. But what these guys are saying, and the story that's starting to come out, is for so many kids with ADHD, it's not a neurological problem that has caused this. It's a breathing problem at night. It is a plumbing problem, not an electrical problem.",20100,85,205600,45,7,6,4
video,"ADHD ticks, what if they're not random, but your brain trying to focus? That constant tapping, leg shaking, or pacing? It's often not a choice. It's how an ADHD brain stays engaged. When focus drops, the body creates movement to bring attention back. It's like adding just enough stimulation to keep your mind from drifting. So what looks like restlessness is actually a form of self-regulation, not laziness, not distraction, just your brain doing its job in a different way. So I'm curious, what's your most common ADHD movement? Comment below and follow for more ADHD insights.",443,27,7653,39,4,4,4
video,"The ADHD picture of like a young naughty boy bouncing around the room is so far off the truth anyway. I mean, only about 10% of people with ADHD have hyperactivity. Most people are combined. They have kind of the mixed type. Obviously, a lot of women have inattentive. And it's just such a problematic thing. And that's why it's brilliant when you're doing the podcast, because it's not just about getting people positive about it. It's trying to get people to realize what it actually is. Because if people think it's just about a naughty young boy that's hyperactive running around the room, for a start, you're going to make them feel like rubbish when they don't need to. And secondly, there's a whole bunch of people, particularly women, who are going to think, oh, well, I don't have it. That's not what I have because I'm not a boy bouncing around the room. So that's why anti-stigma is so important, because it's not just about getting people thinking positively. It's getting people to understand what are we actually talking about here.",26000,352,480000,46,3,2,3
video,"Many people with ADHD are actually very high functioning. On the outside, you look like a workaholic. You look very successful. Or if you're not working, you're just one of those people that's super duper, duper, duper busy. But here's the thing, your busyness and your workaholism is scattered all over the place. And that desire to keep your mind busy is also due to the fact that you have problems in your prefrontal cortex suppressing the noise that is going on outside and also the noise going on with your critical voice.",20100,166,536800,33,4,4,4
video,"People with ADHD really do have different brains, and now scientists can finally prove it. Thanks to a better way of reading brain scans, researchers have found clear evidence that children with ADHD have smaller brain volumes in areas linked to focus, emotion, decision-making, and memory. These structural differences were hard to see before because each hospital uses different scanning machines, which can distort results. But a team in Japan used a clever technique to remove that technical noise, scanning the same people on multiple machines, to figure out how much of the difference was due to the equipment. Once that scanner bias was removed, the patterns became clear. ADHD brains really are built differently. This discovery could lead to earlier, more accurate diagnoses, and better, more personalized treatments. Another study showed that people with ADHD are much more prone to boredom, not because they are lazy, but because of how their brains handle attention and memory. Poor working memory and trouble focusing can make everyday situations feel dull or frustrating. This ties into the cognitive theory of boredom, which says that boredom is not just a mood, it is what happens when your brain cannot stay engaged. And for people with ADHD, that is often tied to the way their brains are wired. Psychologist John Eastwood, who helped develop this theory, says boredom is actually a message, a sign you may need more purpose or control in your day-to-day life. For people with ADHD, learning to manage boredom with active strategies, like mindfulness or gamifying tasks, may be more helpful than just trying to avoid it.",863,8,19300,90,7,4,3
video,"If you have a friend with ADHD, you may wonder why they have a tendency to disappear. It's usually for one or more of the following reasons. One, time blindness. ADHD people have a higher likelihood of struggling with perceptions of time. So long periods of time can go by and they don't even realize it. What could be five months might feel like five days or five weeks, as crazy as it sounds. Two, object permanence. ADHD people are known to struggle a little bit with object permanence. The ADHD brain sometimes treats the world that is not in front of its eyes as if it doesn't exist. And it's not about how much you care or love the person. It's about the way the brain distributes attention. And the third reason is to recharge. The ADHD brain tends to get exhausted with social engagement and social interaction because of how many variables we tend to track and how distracting those variables can be. So even when you're with people that you love and that you care about, sometimes the social engagement can reach a high and you reach a level of exhaustion that you just need to retreat from and recharge for a while. You combine that with memory issues and sometimes just forgetting to respond to a text message or send a text in the first place. And half the time, the disappearance is something that they're not even aware of. And half the time is something that we do intentionally because it feels like a survival mechanism. If you have a friend that tends to disappear, be patient with them, learn to love them for them, and figure out how to just create balance. And if you are the friend that tends to disappear, we have to hold ourselves accountable. We have to show up for the people that we love. But we also have to seek out people who understand who we are, what we're dealing with, and what we need in order to remain healthy and happy. ADHD is not the end. Good luck.",35700,604,324800,131,9,7,3
video,"If you have ADHD and you drink alcohol, keep watching. Having ADHD means that we're more susceptible to alcohol addiction and addictions in general. Lots of studies show that there's a strong connection between ADHDers and alcohol abuse. Alcohol causes the brain's reward system to release dopamine and we have a dopamine deficit. So it means that we get dopamine through drinking alcohol. Alongside that we have all of the other symptoms that are calmed down by alcohol like the impulsivity, the sensory issues and everything else really on top. Which is why it's really dangerous for us to self-medicate by using alcohol because there's such a strong chance that we can become addicted to alcohol. I personally rarely drink anymore. I used to binge drink. So if I was having a bad week, I'd be like, Friday, I'm going to go out and get smashed. And I would go out and I would get smashed. There's a common joke around my friends that I could drink anybody under the table and still be okay because it calms me down. I've always been told that I'm a well put together drunk. And I've managed to stay away from any other substance because from such a young age, I knew that I had such an addictive personality. And I thought it was an addictive personality, but it's actually my ADHD. The main common trait that all ADHDers share that leads us to alcohol abuse is the self-deprecation. The way that we look at ourselves and the way that we beat ourselves up. That voice in your head saying that you're not good enough. It's imposter syndrome. You're not fitting in. You don't act like everybody else. Naturally, you want to lose that voice in your head and you want to feel good about yourself. And by turning to alcohol, you're releasing that dopamine. And you're also getting rid of all the other symptoms. There's no surprise that that's why alcohol is something that we turn to for relief. However, it's obviously really important to try and find other strategies to cope rather than turning to alcohol. Try practicing meditation. Go down to my video that shows you how to practice self-love on a daily basis. Go and talk to somebody that you trust about avoiding that spiral and turning to alcohol. Breath work is another one that's amazing that releases dopamine. If you haven't tried that, go try that. Cold water therapy as well is also a really good one. And you know I love therapy. Therapy is an amazing one. Try your best to find healthier ways to cope. You got this!",74300,1299,1400000,144,8,6,3
video,"ADHD, ADD. Is there any type of- Such an easy one to fix. Yeah. How do you fix ADHD? So just the heavy metal detox, the medical meme, heavy metal detox, such an easy one. So, so ridiculously easy. Throw in some celery juice. Properly done. You got to look up medical meme information. But throw in some celery juice, heavy metal detox in there. Learn about maybe the medical medium morning cleanse where you're keeping the fats out away from the morning. And do some lemon water in the morning. ADHD, kiss it goodbye. See you later, alligator. Such an easy one.",5179,115,122600,29,5,5,4
video,"You keep fucking yourself and not in a good way because you keep eating high carb foods like bread and bagels in the morning with your dose When you eat a simple carb like a bread or a bagel It gives you a pretty high insulin spike and that insulin spike will spike like this And it will drop off like this so when it drops off really fast your brain the very idiot that he is interprets that crash as exhaustion Your medication will mask this because obviously it's a stimulant So you're not going to feel that until the crash combines and it combines at the crash Then your energy just falls right off the fucking earth to fix this You just need to eat some protein in the morning 20 to 30 grams is plenty But it can't be any of this like bullshit-ass plant protein It needs to be actual protein that has l-tyrosine in it Which is a precursor to l-dopa, which is then a precursor to l-dopamine in the brain It's kind of the baseline of how your brain can actually make dope a good example is eggs or red meat Those are great sources of l-tyrosine. I mean shit You could even supplement l-tyrosine itself at like a thousand to fifteen hundred milligrams It won't be as complete as an amino acid profile as eggs or red meat But it'll still help out much more than nothing If you have any extra questions for me or want specific answers, you can go to my school. It's called ad4k. I have it free right now. Just go",20700,354,239500,55,5,5,4
video,Fun fact that not enough people know if you take ADHD medication and you crash really hard at the end of the day or you just want to go right back to sleep after you take it's probably because you're not eating enough protein because protein is what activates your ADHD medication and you need to be eating protein all throughout the day in order to keep your focus and your energy up that you should be getting from your meds,258000,3505,2100000,18,4,4,4
video,"ADHD medication will not change your life. And trust me, I should know I've been taking it for 10 years. But Bailey, you've been taking it for 10 years, but it hasn't changed your life. So why do you keep taking it? The internet makes ADHD medication sound like a magic pill. And when you first take ADHD medication, it very much feels like that. When I took ADHD medication for the first time, it felt like I lived my whole life with blurry vision and I finally had glasses. And it was a pretty life-changing experience. I finally found the focus that people had been telling me that I was lacking my whole life. And having people all around me tell me how much change they saw in me, I knew something was working. But after months of taking the pill, that magical feeling that I had at the very beginning, well, it disappeared. And I thought to myself, well, what the hell? And that's when I realized that ADHD medication is a tool. And that there's a million other components to managing your ADHD than just taking a pill. Like getting good sleep, eating well, getting exercise. And if you do all the right things in combination with taking ADHD medication, that's when I believe that ADHD medication really can change your life.",14500,182,147700,66,5,4,3
video,"Let me share some important things that women with ADHD are not being told about their medication. So this is the woman's menstrual cycle. I made it myself. Can you see how many hormonal fluctuations we have? And then this little nice line at the top, that's a man's hormone cycle. Everything in healthcare, medicines, symptom control, diagnosis, is all around this male hormone cycle. And when it comes to ADHD, estrogen in particular is so important for the production of these brilliant neurotransmitters that we're already lacking. So if you are a menstruating woman, I guarantee you before your period, not only do your ADHD symptoms feel worse, but you also feel like your medication doesn't work. You aren't going crazy. It's true. And this is caused by this steep decline of estrogen in the luteal phase. But no one tells us about the importance of hormones when it comes to responding to medication. You are going to respond differently to ADHD medication every single day if you are menstruating because of these hormonal fluctuations. If you guys want me to do a video on how to potentially manage this, let me know.",89300,2327,795300,61,6,5,3
video,"Induced psychosis, on the other hand, classically and characteristically, it continues for days, weeks, or months after stopping the medication, which means we've changed. We've changed someone's brain. If you look 20 years out, about 20% of those people are in a permanent psychotic state still. So again, it's uncommon, but it's such a bad outcome that we really should be alerting people to it. And I saw a much higher risk of this for reasons in my population in San Francisco. I've had people coming from all the most prominent ADHD clinics over the years who just moved to the area. And when I'd say this, give this as my introduction to, you know, I'm happy to continue on this, but are you aware, to a person they said, no one ever told me that. Now, maybe they have ADHD and weren't listening, but it's so uniformly consistent that they didn't hear or know that that was a side effect. And 1 in 500 isn't a trivially small number.",98,13,7863,64,4,4,4
video,"If you take stimulants for ADHD then you know the dreaded moment when the ADHD medication starts to wear off And you go from focused and functioning to irritated, exhausted, and emotionally fragile for what feels like no reason This come down usually happens when stimulant levels drop quickly in your system Your brain goes from this increased amount of dopamine and norepinephrine back to baseline And that transition can feel rough But what many people don't realize is there's actually ways to make this a lot easier on your brain And the most important thing you can do to help reduce the side effects and the come down of your ADHD meds Is to make sure you're still eating and hydrating enough throughout the day a lot of people accidentally under eat other meds are active So when your meds wear off your brain is dealing with not just a dopamine drop But also low blood sugar eating something with protein earlier in the day or having a snack about an hour before your meds Wear off can make a huge difference Another thing that can really help is planning something intentional to transition out of your work day when you're coming off of your meds Your brain is literally shifting neurochemistry instead of just trying to push through give your brain a clear signal that the day is shifting This could be a walk changing clothes making dinner or just even a short little routine that you do It helps your nervous system move out of performance mode instead of just crashing out of it I know the stimulant come down sucks But if you keep your body fueled throughout the day plan for the transition It usually will feel less like a crash and more like your brain gently powering down Let me know if this was helpful and what tips you have for getting through the ADHD med come down in the comments.",4336,46,89400,86,9,9,4
video,"Things you wish your ADHD practitioner told you before starting ADHD medication. Avoid high doses of vitamin C. High doses of vitamin C can disrupt the absorption of your L-Vans. Did you know that? Skip the caffeine. Caffeine is a stimulant, therefore it is going to interact with your medication. It can make you feel really restless or agitated and actually can increase anxiety if you don't avoid caffeine when you are taking your ADHD medication. Eat protein for breakfast before your medication. You know if you eat protein in the morning before you take your medication, your medication is going to last longer and you're not going to feel restless or agitated as it takes effect. Also eating protein four hours later will also help with L-Vans when you are moving into your second phase of the medication in the afternoon. Rebound symptoms. Rebound symptoms happen when your medication dosage isn't quite high enough or when it's wearing off early in the day. It can look like agitation, it can look like anxiety, it can look like fatigue. It can feel like you're crashing from your medication. Things you can do to prevent this from happening. If you make sure that you eat regularly throughout the day, you are going to feel better. Your medication will last longer and you will get less rebound. Talk to your prescriber about your dosage at your next review and try to skip the caffeine when the fatigue starts. Go and do some positive dopamine seeking like some exercise, get some fresh air. Look at our dopamine menu and pick an item off that and then you might be able to reduce the amount of rebound that you get. Dry mouth. Dry mouth is one of the least risky side effects that you can get from your stimulant medication. However, it's extremely frustrating and annoying. It can increase your thirst and make you feel like your mouth is really dry and sticky. We encourage people to drink electrolytes throughout the day because you keep your mouth moist and they do help with the dry mouth. ",9220,297,111400,107,13,13,4
video,"If you take ADHD medication, I have three thoughts. And this is coming from an ADHD coach who takes ADHD medication. Sometimes medications put you into that state of hyperfocus and it's beautiful, amazing, wonderful. We love it. We get the stuff done that we need to get done. But the downside of that is sometimes the hyperfocus that meds will put us into isn't productive and isn't the thing that we needed to do. Okay. So just be aware of that. Look for patterns around that. If you have those patterns, you know, awareness is good. Number two, we will call it the hyperfocus hangover. Sometimes when we are like super, super focused on the thing and we do, do, do, do, do, and we work, work, work, work, work. We crash and we come out the other side and we're on like a little mini burnout hangover type thing. And then we can't get anything done. And then the meds wear off and like that can intensify the crash. So if you experience that, that's like a good thing to notice about yourself, to notice about your body. If that's a feeling that you want to change, then that might be like a conversation for your doctor. The third thing to know. And I say this because I have lots of people who come to me and they say this, they say, um, I thought that meds were going to be my silver bullet and they were going to fix everything. And I do think that meds are like the closest thing to a silver bullet that you can get to get with ADHD, but they do not solve everything. They do not teach you the skills and the strategies and the tools and like the like mindset and the regulation stuff that you need to also know to be able to manage your ADHD successfully. So, um, meds are amazing and they are like a big piece of the puzzle, but there tends to be usually for most people, a little bit more that we need to work on beyond the meds. And if you're like, Kelly, what are the tools, the mindsets, the strategies, the skills, whatever, et cetera. Um, welcome to my page. That's what I do here. So follow along if you don't already. Um, and if you are like, I want to hire a level of support, then I have options. First step up is the community. It's only $20 a month right now. If you're catching this in August, 20, 26, um, for the next like 60 ish people, 20 bucks a month for life, you lock in that low rate and it's going to go up after there. Um, in the community, we do accountability checks. I share tools and resources. I have courses, um, and we have weekly community calls. The next step up is group coaching. So if you are looking for like coaching, like you want support, you want to talk to an ADHD expert about your ADHD and get solutions, but you're looking to do it like on a budget. And you're also looking for some community group coaching. That's your bag. And then the top tier is one-on-one coaching. So also body doubling. If you need body doubling, um, I have a great deal on body doubling just for all of these things. Click the L I N K in my B I O and all the information is there, or you can go to my website, www.kellybombs.com. Okay. Thank you.",912,21,16000,162,7,7,4
video,"So, most of you guys know I'm a pharmacist and I thought it would be really helpful to explain to you guys how methylphenidate, which is used for ADHD, actually works in the brain. Most people think that it makes dopamine. Let me show you what it actually does. So firstly, our nerve cells have got little junctions called synapses and there's a space between these junctions which is called the synaptic cleft. And this is the area in which neurotransmitters are passed through. So neurotransmitters will come from the presynaptic neuron and they'll travel through that synaptic cleft and will attach onto receptors that are found in the postsynaptic neuron. So what methylphenidate does is it will attach onto a transporter protein that's found on the synapse. And these transporter proteins think of them as the gate into the synapse, right? And then once methylphenidate essentially gets through that gate, it then will find this particular protein. And this protein is called VMAT2. And this protein, to put it simply, sort of holds dopamine hostage. There are so many factors that go into why dopamine is dysregulated in ADHD brains. And by targeting this protein, we might be able to help alleviate some of that. So what methylphenidate will do is by attaching itself to that transporter protein, it will reverse the action of that protein. So instead of that protein holding in all that dopamine, it's going to do the opposite. So essentially less dopamine is being held hostage and there's going to be more readily available to travel to the synaptic cleft and then travel to the postsynaptic neuron to then trigger an action. So as you can see, methylphenidate doesn't actually make dopamine for you. It's the equivalent of someone essentially breaking into a prison and kind of just letting everyone loose. But the thing is, everyone is different. We all essentially have different amount of prisoners in the prison cells. So what happens if some of us have, let's say, only got five prisoners that can be set free compared to 100 of the next person? And this is essentially why, for example, meds like methylphenidate might not be effective for everyone. Stay tuned for part two where I will share some advice on what to do. If you are one of the people who might only have the five prisoners available to be set free.",6698,317,151100,145,8,6,3
video,"Is there going to be a new medicine for ADHD coming out soon? For those who don't know me, my name is Priya. I'm a mental pharmacist and I've got ADHD. A lot of the work that I do in my professional career is centred around trying to make our healthcare system better for people with ADHD. And currently there is a medicine that is in phase three of clinical trials for ADHD. So what is this medicine? This medicine is classified as a triple reuptake inhibitor. These are the current medicines that are on the market for ADHD and none of them work in the way that this medicine does. Previous research has suggested that ADHD is due to dopamine dysregulation, but now we're learning that this might not actually be the case. I also personally feel that ADHD is to do with dysregulation of neurotransmitter production and transmission in certain brain regions. And that main brain region is the prefrontal cortex. And it makes sense because when we look at genetic polymorphisms associated with ADHD, majority of them are found in the prefrontal cortex. And the prefrontal cortex is responsible for a lot of the things that people with ADHD struggle with. So targeting this brain region rather than certain receptors and transmitters might actually be a lot more beneficial. Triple reuptake inhibitors work on three main neurotransmitters, serotonin, dopamine and noradrenaline. And this might help the anxiety and depressive symptoms that are associated with ADHD and could ease the sleep and appetite disturbances that come with stimulants. So what normally happens is an action potential will trigger a neurotransmitter to be transmitted into the synaptic cleft. And then these neurotransmitters will attach to proteins on the post-synaptic neuron and trigger an action. Then they will go back into the pre-synaptic neuron and be held in a vesicle until another action comes along. But what these reuptake inhibitors do is they stop these transporters from taking those neurotransmitters back in and allow them to stay a bit longer in the synaptic cleft. So they don't make these neurotransmitters. They just help them work a bit more efficiently. Even though clinical trials have supported the efficacy of current medicines on the market, most of them have been tested on males. And secondly, most of them have been tested on children. So it's wild to think that a woman like myself who's 28 years old would be treated with the same medicines as an 8-year-old boy. So this medicine might actually be beneficial for patients who are showing inattentive symptoms, but also for adult patients. Because majority of the medicines that have been tested, like I said, have been done on children. There have been no trials, from what I know, that have been done on adults that have been late diagnosed with ADHD and not had medicines before. But of course, all medicines come with their own side effects. So it'll be interesting to see what happens with this one. What do you guys think?",20100,984,267100,180,10,8,3
