condition,row_index,true_label,prediction,record_id,platform,title,transcript,total_claims,false_claims,signed_error,absolute_error,error_direction
B_DECISION_TREE,450,4,2,tiktok:000200,tiktok,video,"Trauma causes ADHD. Not in all cases, but a subset of cases are caused by trauma. Now there's a caveat here. ADHD is not purely genetic and it's not purely environmental. It's epigenetic, which means it's genetic potentiation coupled with environmental stressors that activate it. The most common, but not the only, environmental form of activation is trauma. To do a deep dive with me on this, go check out my Substack article, The Trauma Genesis of ADHD, in which I detail all of this with research citations and provide diagrams like this, showing how daily trauma disrupts dopamine signaling and sets up a brain already vulnerable to develop ADHD that without trauma would have never exhibited ADHD symptoms to a clinical or diagnosable level. In this particular diagram, it's one on how hyperarousal can activate hyperactive ADHD. ADHD often reflects a brain that does not generate enough dopamine at rest. Dopamine helps us to know what to look at and pay attention to. Both pleasure and threat spike our dopamine because they signal things our brain needs to prioritize and examine this friend or foe. With dopamine spikes caused by pleasure or threats, we need a healthy rhythm. Moments of high arousal when the threat enters our life and moments of normal or under arousal once that threat is gone. It's this contrast that allows our dopaminergic system to work appropriately. But chronic trauma, bullying, identity shame, masking for neurodivergence, abuse or neglect, keeps our nervous system in high alert. And when it's stuck in high alert, our nervous system is flooded with adrenaline, cortisol, norepinephrine and dopamine. In that constant flood, our baseline of attention goes from here to here. And this flooded state becomes our new normal. So our brains adapt to that. They optimize for high arousal to keep us functioning, even though we're in a threat state. This hyperarousal state presents as hyperactive ADHD. And if it goes on long enough, the hyperarousal state persists, even once the persistent trauma is gone. Conversely, other people who have to exist in a hyperarousal state have a paradoxical reaction to hyperarousal in which they become under aroused or hypoaroused. People who experience a significant amount of persistent trauma tend to present as having inattentive ADHD. Even with treatment and even after the persistent threat is gone, the inattentive ADHD presentation persists. Again, let me be very clear. Not all cases of ADHD are caused by trauma. Some people have such a strong genetic predisposition to ADHD that the mere stress of living life activates it. However, another portion of people who have subclinical traits of ADHD, if they had never experienced persistent trauma, it's likely that they would not have developed ADHD to a clinical level, which means they would have ADHD symptoms, but they wouldn't need therapeutic or medical intervention because those symptoms weren't that severe. And lastly, there's a final category of people who have little or no genetic predisposition. But because trauma disrupts the same brain structures involved in meaning-making, executive functioning, memory formation, and an understanding of ourself, which are also the same regions impacted by ADHD, people with severe trauma can look like they have ADHD and that in active trauma states, it's impossible to tell whether or not it's trauma or ADHD.",9,9,-2,2,underestimates_severity
B_DECISION_TREE,454,4,1,tiktok:000204,tiktok,video,"What would be natural for ADHD symptoms in a young child? In his book Stop Autism Now, Dr. Bruce Fyff also looks at attention deficit syndrome and hyperactivity. And in the first three chapters he looks at the cause. And in 90% of cases he discovered the cause was the childhood shock. Because they contain neurotoxins, aluminium and formaldehyde. Did you know that's in the childhood shock? And they're neurotoxins. Did you know that the Amish have about 1% attention deficit syndrome, hyperactivity, autism? And did you know that the Amish don't give their children the childhood shock? And did you know that none of their children get the childhood illnesses? The childhood illnesses were mostly wiped out because of Florence Nightingale. Increased hygiene, sanitation and nutrition. See in the mid-1800s all the sewage from London went into the Thames. And the people living in London drank their water. No wonder the Black Plague happened. No wonder infectious diseases were out of control. That's why it's important to know our history. So what can you do for attention deficit syndrome? So low-carb, high-fibre, generous protein, great fats and supplementing with coconut oil. Because the coconut oil member breaks down to ketones which are neuroprotectors, neurohealers. And he shows in there, he's got many stories of children who conquered it. Especially going off all sugar, all artificial flavours and calories. Also wheat. Wheat gets the blood sugar level up just about as high as refined sugar. 50% improvement just by those dietary changes.",7,7,-3,3,underestimates_severity
B_DECISION_TREE,458,4,3,tiktok:000208,tiktok,video,"Difficulty regulating emotions is a hallmark for kids with ADHD. And it has more to do than just managing and controlling your emotions. Really the part of it that goes kind of awry is that their response is often an inappropriate behavior or emotion. And so it ends up being something small can turn into overreaction or an overblown response to that situation. So maybe they can't find a piece to their Lego set and they just push the whole thing off the table. Or you tell them they have to wait 10 minutes for a snack and they start yelling and screaming that they hate you. So why does this happen in kids with ADHD? So if you think about the brain, inside, deep inside, is where the emotional regulation occurs. And the front part of the brain is where executive function skills are. Kind of like the CEO of the brain. And what we know is that kids with ADHD have an increased response in the emotional part of their brain. And a decreased response in the executive function part of the brain. So they're likely to be more triggered emotionally. And when that goes to the front part of the brain, it's not filtered and processed correctly and inhibited. So it leads to this extreme or overblown reaction. When our kids experience stress or anxiety, and we know they experience that a lot, it causes the thinking part of the brain to shut down. Which is why when you try to reason with your kid when that is happening, it's often an epic fail. And what happens instead is that emotional part of the brain kicks in the fight, flight, or freeze reflex. And in the fight mode, what you will often see is your child yelling, getting angry, or using physical aggression. And to top things off, the cherry on the ADHD Brain Sunday is that our kids also have more difficulty calming down or shifting their attention to something else when they're upset.",7,6,-1,1,underestimates_severity
B_DECISION_TREE,464,2,1,tiktok:000214,tiktok,video,"Hey, so boys are three times more likely than girls to get a diagnosis of ADHD. Which means that boys are more likely to have ADHD than girls right? Wrong. See our research tells us that boys are much more likely to show externalizing forms of behavior like running around and acting impulsively. Whereas girls are more likely to show more internalizing forms of ADHD like inattention and daydreaming. Now the boys they have their own sets of issue like they're more likely to get in trouble with the law. But here's what makes it hard for the girls. If the place you go with your thoughts and feelings is inward instead of outward. Unfortunately this is one of the main formulas for all sorts of mental health issues like anxiety, depression, eating disorders. If expressing your thoughts and feelings outward is more likely to lead to a diagnosis of ADHD, then an ADHD diagnosis for girls is going to be missed more often. We have to adjust the way that we look at ADHD if we're going to get better at spotting it in our girls. I'm Dr. Brian, I specialize in ADHD and I have it myself. Like and follow this video for more tips and info like this. See you later.",6,2,-1,1,underestimates_severity
B_DECISION_TREE,465,3,1,tiktok:000215,tiktok,video,"It does feel as if ADHD is everywhere. One reason for that is greater awareness. It's a condition that people are now much more conscious of, particularly in adults, but also in children and young people. So lots of celebrities and sports stars have disclosed their diagnosis and spoken about what it's like to live with ADHD. People like the swimmer, Michael Phelps, the gymnast, Simone Biles, or the actor Tom Holland. So I think the stigma that once perhaps was attached to ADHD has reduced a bit. And so many people are now talking about it. It has become a bit more normalised. And I think all of that has led in turn to a huge growth in people receiving a diagnosis as they recognise the symptoms and think, that could be me. So in March 2025, 20,000 people in England were referred for an assessment. That's up by more than 13% on the same period the year before.",5,3,-2,2,underestimates_severity
B_DECISION_TREE,480,4,3,tiktok:000230,tiktok,video,"The current ADHD diagnostic criteria is biased against women in general. So take this female-focused ADHD quiz if you think you might have ADHD. My name is Dr Ali Ajaaz, Consultant Psychiatrist and score each of the next 11 questions out of 5 with 1 being very rarely to 5 being very often and I'll tell you what your score means at the end. Here we go. Number 1. Are you clueless as to how others manage to lead consistent regular lives? Number 2. Do you have trouble controlling what you spend your money on? Number 3. Are requests for one more thing, just one more thing at the end of the day, emotionally triggering? Number 4. Do you feel like you are passing for a normal person but really feel like an imposter inside? Number 5. Do you feel you have better ideas than others but are just unable to organise them enough or act upon them? Number 6. Have you ever been thought up as selfish because you don't write thank you notes or send birthday cards? Number 7. Do you feel like you are either always on the go like a tornado or just slobbing around like a couch potato but never in between? Number 8. Do you often think twice about having people over to your home because really you are just ashamed of the mess? Number 9. Do your friends or family call you a slob or just simply very spacey? Number 10. Is all your time taken up just holding your life and shit together with no time for fun or relaxation? Number 11. Do you often despair that you will never fulfil your potential or achieve your life goals or ambitions? Now if you scored over 35, it's possible that you might have ADHD and I would suggest speaking to your doctor about a specialist referral or as a consultant psychiatrist myself, drop me a message or check out my website via my bio.",13,13,-1,1,underestimates_severity
B_DECISION_TREE,482,3,1,tiktok:000232,tiktok,video,"If you think you have ADHD, please get tested and don't rely on social media to diagnose you. Click the link in the bio, ADHD online, Eric B. Zink. You can get tested. There's a code there that gives you 30 bucks off the test. But the reason you want to get tested is one, an ADHD test to truly get tested is usually about an hour and a half to two hour long test. And it's a bunch of different questions to find cycles and patterns in your answering process. It also helps you now truly understand and get diagnosed because a lot of people don't realize that ADHD mirrors bipolar 2 in a lot of ways. Sometimes even some symptoms of BPD. There's a lot of different mental illnesses out there that have similar traits that do overlap in different areas. So to get a true diagnosis is so important because that leads you to sometimes the right meds, the right therapy, the right coping tools. Otherwise, you think you have a diagnosis and you are struggling because you are coping for the wrong diagnosis. And just because you're diagnosed doesn't mean that you're a victim to anything. It doesn't mean that you're weak or any of that. It just allows you now to know what you need to focus on and work on to make life better.",5,3,-2,2,underestimates_severity
B_DECISION_TREE,483,1,2,tiktok:000233,tiktok,video,"Put a finger down ADHD edition. These are most of the behaviours that you would need to be exhibiting in order to be referred to a specialist for an ADHD screening. You have problems remembering appointments or obligations. You fidget or squirm with your hands and feet when you have to sit down for a long period of time. You feel overly active and compelled to do things like you're driven by a motor. You have difficulty keeping your attention when you have to do repetitive work. You have difficulty concentrating on what people are saying to you even when they're talking to you directly. You are often distracted by noise and activity around you. When you have time to yourself, you have real difficulty unwinding and relaxing. You find yourself talking too much in social situations. When you're having a conversation, you often finish people's sentences before they have the chance to. If you have a task that requires a lot of thought, you often delay getting started. Comment how many symptoms you have and follow for more ADHD content.",11,1,1,1,overestimates_severity
C_LOGISTIC_REGRESSION,16,2,3,youtube:000016,youtube,An ADHD Diagnosis Does Not Mean Medication,"Hi I'm Rick Green, I'm a comedian who has a science degree and attention deficit hyperactivity disorder (ADHD). In the videos that I'm making for my YouTube channel Rick has ADHD I often Advocate and recommend getting properly diagnosed, now what I hear from people is two things, one is I couldn't wait to get diagnosed and when I was diagnosed everything started to make sense. Okay there's two or three responses, another response is I really would like to find out but I'm waiting because there's a long waiting line, and I've done a video about that as well. Then there is the I'm pretty sure I have it, I've read all the checklists, took all the online screener tests and so on, but I don't want to have to take drugs, so I'm not going to get diagnosed. So uh, I don't know where you live but nobody can force you to take a medication for anything, if you had a fatal disease and there was medication for it you don't have to take it, they'd recommend you take it, and you might want to learn more and decide if you want to take it. But with ADHD medication despite its wonderful track record most people I know who've tried it, stick with it, it's been a life changer, and some people I know have tried it, didn't like it, and stopped taking it, and that's the thing, you could try it, because I was reluctant, I have to tell you I don't drink, I never smoked any of that. So my friends all did, that that was fun, but I didn't take drugs. So the idea of taking a drug, a medication, that worried me, I was frightened that I was going to turn into a zombie or something, and it actually just made me calmer, but I wasn't zombified. I actually just got more done with less stress and it turned down that noise of the five radio stations that are playing in my head way down so I could sit and actually do taxes, which was shocking to me, shocking, I just did years worth of taxes in one day. So you don't have to take medication, you don't have to do anything, but once you know for sure what's going on believe me you are going to want to try different strategies and tools and techniques, and apps, and all of these things that are going to make life so much easier.",4,1,1,1,overestimates_severity
C_LOGISTIC_REGRESSION,27,1,4,youtube:000027,youtube,Doctors have to BE CAREFUL with ADHD Diagnosis,listen I've been to college we know what we know what like Adderall other stimulus exactly yeah there's High concerns that it can be um diverged look I have a friend and he has ADHD um does he really does he not I don't know I'm not his doctor um I I can't say for sure right but he is diagnosed by somebody receiving at all on a monthly basis and he never takes it he just sells it and it's kind of like a Lifeline for him um so I do understand that there's stuff like that going on we always have to be vigilant that we're not over medicating our children especially with these changing DSM criteria and I know you kind of mentioned the ADHD one but that's one where the criteria has changed a whole bunch in the past several um decades right the criteria has gotten softer it's easier to diagnose ADHD now,3,0,3,3,overestimates_severity
C_LOGISTIC_REGRESSION,34,3,4,youtube:000034,youtube,ADHD Late Diagnosis Consequences,"People say the ADHD diagnosis is pointless, labeling yourself. Did you know that not being diagnosed can lead to some pretty serious consequences? Two times as many relationships fail when one of the partners has ADHD. Literal jail. Research suggests that between 25 and 45% of people in prison would meet the diagnostic criteria for ADHD, and that's compared to 5% of people in the general population. Addiction. People with ADHD who are not diagnosed still have symptoms and may end up turning to unhelpful coping strategies that can turn into addictions that they can't get away from because they still need a crutch to cope with their ADHD symptoms. Low self-esteem. Shame. ADHDers have received so many more negative messages by the time they're even 10 years old. And this means that they do not feel good about themselves, and this can lead to things like not being able to maintain boundaries, being a people pleaser, and secondary to that, not achieving your academic potential, not achieving your career goals.",5,3,1,1,overestimates_severity
C_LOGISTIC_REGRESSION,39,3,4,youtube:000039,youtube,Professor said ADHD isn’t real… wait till you see this 😳,"Just a reminder, anyone that's claiming that they have, or they do have ADHD, I need you all to understand that if you got a bad grade, I believe you guys need to study a little bit harder. Sorry, I feel like that was incredibly rude. I mean, are you kidding me? I got diagnosed with ADHD at a very young age, and classes like this that are extremely hard and have extremely long lectures and a lot of information, and for you to just say that we need to work harder is absolute >> I mean, I've been teaching this class for about like 10 years, and I've never had any student complain to me about anything. I beg to differ. You have two stars on RateMyProfessor, and a lot of the comments are saying that you are a tough grader and give way too many slides. So, more information is not a good thing for students with ADHD, but clearly you wouldn't understand that because you just don't believe it's a real thing. Luckily, my doctor told me to look up this website called I Hate Reading. You can upload every single lecture slide, and it will make you flashcards, quizzes, so you could actually work with the information.",2,1,1,1,overestimates_severity
C_LOGISTIC_REGRESSION,42,1,3,youtube:000042,youtube,ADHD is not real! #adhd #adhdawareness #adhdproblems #adhdlife #neurodivergent #neurospicy #fyp,what is ADHD it's just an excuse to be lazy have you heard that before you've been one of those people that have said that that you just AG your ADHD is an excuse and you're just being lazy I'm going to give you an example of what it's like to have an ADHD brain ignore that thing shaking so let's say you got a car you got an Audi so per someone that's neurotypical they'll get in the car and they'll start they turn the key and they start the engine and it's start straight away done and we'll start driving someone with ADHD now it's the same car it's an Ali however the engine parts are faulty you know the glow plugs might need you know replacing or you know so you start the car it's taking some time to start it's going and then it's going to take a while for it to start and then once it starts it'll get going but it's going to take time to speed up Let the clutches gone so that's the best I can explain,2,0,2,2,overestimates_severity
C_LOGISTIC_REGRESSION,45,1,3,youtube:000045,youtube,Is ADHD real?,one of the myths about ADHD is that people just need to try harder or that they're being lazy when in fact they really are trying hard they're trying hard to make it to that event on time they're trying hard to make sure they respond to every email they're trying hard to focus on a test but there are distractions and other things that happen that make it a struggle ADHD is very real for adults what you might notice is that you're over scheduling you are committing to things when you don't really have the time to commit you're losing track of time easily you might forget to respond to text messages or have 50 unread text messages because it just is a little bit overwhelming to respond to Everything at Once if you're in a relationship or you're partner with someone who is more structured or more rigid it may become annoying to them if they expect things to go one way and you don't always follow through with the plan because you've lost track of time or you have trouble with organizing or planning,6,0,2,2,overestimates_severity
C_LOGISTIC_REGRESSION,49,1,4,youtube:000049,youtube,Why Texting is IMPOSSIBLE for ADHD Brains,when someone with ADHD opens a message and begins to type they might get sidetracked by something else they Place their phone down to concentrate on anything else but once they did they forgot they were supposed to reply although this Amnesia is never malicious it can make others feel ignored or mistreated in romantic relationships an extra layer of frustration could be apparent due to ADHD in a partnership each member has particular needs,4,0,3,3,overestimates_severity
C_LOGISTIC_REGRESSION,60,1,3,youtube:000060,youtube,Rejection sensitivity & ADHD | Experts answer,why am I so sensitive to rejection rejection is hard for everybody but as it turns out people with ADHD often suffer from something called rejection sensitivity dysphoria now you can have rejection sensitivity without ADHD but we often see that they go hand inand and what this means is is that you might misinterpret things and become overly emotional about things an example would be that someone looks at you the wrong way and you immediately become panick that they hate you and what your ADHD does is it gets you stuck you're unable to zoom out and see that he looked at everybody that way or he doesn't even know you and then the emotions become overwhelming and at that point you become disregulated and the problem with that is sometimes you can misinterpret the situation or overreact to the situation and then the person may become defensive or angry and all of a sudden everybody's angry and sensitive and disrupted that's why it's important to take a step back sometimes just take a deep breath count to five see the broader picture and maybe regulate your emotions before you go down the rapit hole,4,0,2,2,overestimates_severity
C_LOGISTIC_REGRESSION,68,2,3,youtube:000068,youtube,What Actually Causes ADHD? Dr. Vishal Kasal Explains the Real Brain Science Behind It,"What causes this ADHD? Is it a brain problem that you know no normal development? >> So it is it is a brain problem. The they are still trying to find out the exact reasons but it seems to be multiffactorial in nature. Okay. So uh the there are three things which they have consistently seen. Uh the prefrontal cortex uh is the last one to mature. In people with ADHD, they have seen that the gray matter thickness in the prefrontal cortex is on the lesser side. Ability to think is because of the gray. So that the thickness of that is slightly reduced in people with ADHD. Uh and uh what they have also seen is that it matures or the malination happens in a delayed basis in people with ADHD.",8,3,1,1,overestimates_severity
C_LOGISTIC_REGRESSION,76,1,2,youtube:000076,youtube,ADD vs ADHD: What's the Real Difference?,"I get this a lot. Um, and would you mind kind of clarifying for us what the differences are and whether or not that difference is uh meaningful? >> Yeah, so ADD stands for attention deficit disorder, and that's just kind of a general umbrella term. ADHD is attention deficit hyperactivity disorder, and so uh there's not a huge difference in in my mind. That's why I tend to use them kind of interchangeably because even when we look at uh the diagnosis and we we diagnose according to the ICD-10 and the DSM, uh there's actually subtypes. So, even though they say ADHD, the subtype would be predominantly uh inattentive, for example, rather than um hyperactive or um yeah. >> So, if it's So, if it's ADHD predominantly inattentive, that is synonymous with ADD, is what you're saying.",5,0,1,1,overestimates_severity
C_LOGISTIC_REGRESSION,92,3,4,youtube:000092,youtube,How to treat ADHD and depression | Experts answer,how do you treat ADHD and depression so this is pretty straightforward for me obviously both disorders need to be treated but there's a hierarchy here if you're concerned that you have depression at all we always treat that first the first and foremost is making sure that you're safe that you're not feeling hopeless or suicidal the key to that is is that if you properly treat the depression you get the help you need whether it's therapy meds family support it really will have a huge impact on your ADHD because people that are depressed really can't manage their ADHD even if they're on the right meds and even if they have the world's greatest support system if you're suffering from depression you're not going to have the energy or the focus to take the steps you need to feel present and engaged so the key is take care of yourself first make sure you're safe treat the depression and the ADHD will follow,6,3,1,1,overestimates_severity
C_LOGISTIC_REGRESSION,111,2,1,youtube:000111,youtube,ADHD in Children - Treatment Methods with Dr. Chiang,you want to rule out all diagnosis before you settle on ADHD and the reason why is because there are specific treatments for ADHD that will not work if your child doesn't actually have ADHD so stimulate medications that you have heard so that's the first treatment that everybody ask for and that's what schools often ask for because they just want the child to calm down however a child who does not have ADHD the stimulant medications can actually cause them to be more anxious and agitated so it does the opposite of what you would expect just remember they all have side effects um you want to keep a a close eye on that a lot of children don't sleep on simulate medications and they don't eat very well either so you definitely want your pediatrician or other medical doctor to keep a close eye on your child there are what we call behavioral strategies um so sometimes kids can go and see a psychologist or a social worker or any um mental health therapist can teach your child obviously this is when your child's a little bit older I would recommend at least eight when your child is able to understand and make changes um and so they can teach them strategies like how to organize how to manage time um how to one of the common themes of ADH children who do have ADHD is they're very forgetful right they they don't remember things so a lot of times us adults keep reminding them but if they're not going to remember the information provide like let's say visual cues those of us who are older we use a planner organizer and you can definitely start teaching that y um and then what also happens um you know you can also modify you want to make sure your child is getting enough sleep getting enough to eat right if we if they're on stimulate medications their appetite will be less so you want to make sure that all these other things are getting adequate sleep eating enough and so that we don't have other reasons for causing them to be inattentive or hyperactive,11,4,-1,1,underestimates_severity
C_LOGISTIC_REGRESSION,144,3,4,youtube:000144,youtube,Easy Natural Treatments for A.D.D. and A.D.H.D,treatment for ADD and inattentive add is the same as classic very similar even though it's not identified until later the treatments are the same for almost all of these add I like identifying each add so you can see what it is but you're not going to see much variation in the treatment because they're also similar intense aerobic exercise I like to do Jiu Jitsu that's me right there in the the blue ghee the blue uniform um limit video games and T TV especially the the violent and the aggressive ones for somebody who has ADD inattentive add l-tyrosine again helps with the neurotransmitters fish oil where have we heard that before high protein low carb diet,6,4,1,1,overestimates_severity
C_LOGISTIC_REGRESSION,147,1,2,youtube:000147,youtube,Being Diagnosed With ADHD As An Adult #adhd #mentalhealth #adultadhd,"When were you diagnosed? >> I was diagnosed when I was 43. Typically what happens, kids get diagnosed and then through that process, the parent kind of goes, ""Wait, now little junior is exactly like I was, right? Myself and my daughter, we did it the other way around. I actually got my diagnosis first and then we kind of went, hey, she's just like me."" >> So, what made you seek a diagnosis? I I had always experienced, you know, what I know now are pretty common, I guess, feelings that that are associated with ADHD. But really the breaking point was when I I received a promotion into management. By all accounts, you know, my life had been pretty good. You know, things were going great outwardly. Inwardly, there was a tremendous amount of anxiety, even mild depression. That led me to just see a counselor, just see a therapist. Well, I remember telling her, ""But I can't have ADHD because I hold down a job and I have a house and I have a family."" And she goes, ""Yeah, but how hard is it?"" I went, ""It's tough. It's tough. You know, it feels like I'm walking through 3 ft of water most of the",2,0,1,1,overestimates_severity
C_LOGISTIC_REGRESSION,150,2,3,youtube:000150,youtube,Natural Recommendations For Kids With ADHD,"So stimulants like rolin or aderall are the number one prescribed treatments for kids who have ADHD. It is never number one in my mind. Now I'm not opposed to medicine. I just it's not the first thing I think of. The first thing I think of is what's their diet like? There's a study from Holland that was replicated that showed when you k put kids on an elimination diet. They got rid of gluten, dairy, corn, soy, artificial dyes, and sweeteners, 70% did not have ADD after 3 months. Diet is so important. There's another study with phospatidal searing showing that it can be uh effective. Another study with picnogginal uh marine pine bark uh shown that that can be helpful. You also want to make sure you check their feritin levels. Feritin is a measure of iron storage because low iron. Low feritin levels have been associated with ADD and just giving them feritin sometimes can make a huge positive difference.",6,2,1,1,overestimates_severity
C_LOGISTIC_REGRESSION,159,2,4,youtube:000159,youtube,Can ADHD Be Treated Holistically? 💊,can add be treated without medication the answer is yes add can be addressed holistically through a number of different strategies including exercise especially cardio enhancing blood flow to the front of your brain helps with Focus number two supplements things like Omega-3s phosphoserine ashwagandha jinsang riola but also neuro feedback can be very helpful neuro feedback allows us to train electrical activity in our brain which helps enhance Focus lastly behavioral strategies setting up your workspace to serve you as opposed to distract you,5,2,2,2,overestimates_severity
C_LOGISTIC_REGRESSION,161,1,3,youtube:000161,youtube,Signs of ADHD in teens | Experts answer,what are the signs of ADHD in teens one of the big signs is an increase in high-risk Behavior especially among untreated ADHD so kids in high school with untreated ADHD are much more likely to drive quickly to drink too much to vape too much to be impulsive in social media to have poor grades the other things we see in high school is we see an uptick and academic rigor and we see the social stuff just gets more and more stressful trying to manage social media and trying to manage relationships in high school can be really challenging so what we see is kids that are struggling more academically we see kids that maybe are falling behind socially and we see kids with an increase in Risky Behavior so all of those things are signs in high school and the truth is is that ADHD while it's lifelong often gets diagnosed at different ages and stages so it's really important no matter what the age is to identify early and to diagnose and treat it can make a huge difference,3,0,2,2,overestimates_severity
C_LOGISTIC_REGRESSION,164,1,3,youtube:000164,youtube,10 Signs it’s ADHD and Autism (Part 1) #videopodcast,10 signs that you may have autism and ADHD social interaction is number one so we know autistic people have difficulty with social interaction and communication however those with ADHD can also struggle with social cues and have a hard time waiting for their time to speak or play number two repetitive behaviors now the common sign of autism is repetitive and restrictive behaviors but people with ADHD can also display repetitive movements like tapping their feet or fingers number three sensory sensitivities so autistic people as you know we can be hypo or hyper sensitive so that's like over or under experience okay so imagine being hypersensitive to certain sensory stimuli this is interesting though people with ADHD also experience sensitivity to noise light Touch number four hyperactivity hyperactivity is also a common sign of ADHD,7,0,2,2,overestimates_severity
C_LOGISTIC_REGRESSION,165,1,3,youtube:000165,youtube,Signs of ADHD in pre-teens | Experts answer,what are the signs of ADHD and prein this is the age where executive functioning begins to really matter both socially and academically so in middle school it's the first time that kids are sort of independent academically they walk around from class to class they're responsible for their own assignments there's a lot less scaffolding so this is a moment where we might see kids that were doing fine in elementary school move into middle school and struggle with remembering to turn in their homework keeping on a schedule understanding where they're supposed to be socially it's also a time where kids are becoming more independent your parents are no longer scheduling playdates for you you're now responsible for initiating communication following through lastly the other thing we see in middle school it's when we begin to see a lot more of ADHD in attentive type in lower school in elementary school we often see disruptive behavior we see hyperactive but in Middle School what you might see are kids that aren't necessarily hyperactive but in the classroom they may be more inattentive and so that may get picked up in middle school where it didn't get picked up in elementary school,3,0,2,2,overestimates_severity
C_LOGISTIC_REGRESSION,173,3,4,youtube:000173,youtube,How to spot ADHD in women 💚 #adhd #adhdbrain #neurodivergent,how to spot ADHD and women in 25 seconds they will overthink everything that's because the hyperactivity is in their heads it's like five squirrels on speed barreling around up there and it never stops ever and this will cause a lot of anxiety which is why so many women were misdiagnosed with an anxiety disorder they will be great in a crisis but can become overwhelmed over something small they will overshare at Social Gatherings and then spend months thinking everyone thought they were too much and now hates them even their best friends they will have a messy room but know the exact location of everything when someone tells them a story they will reply with a similar story they're not trying to make it all about them it's their way of showing they understand they'll be very good at hiding their problems so people will think they're happy maintaining friendships is hard because object permanence makes it easy to forget people exist they will spend their life feeling like they are constantly just barely staying above water they'll wish they could go back in time put their arms around the younger version of themselves and reassure them that everything is going to be okay and that they're not broken just different,8,5,1,1,overestimates_severity
C_LOGISTIC_REGRESSION,193,1,2,youtube:000193,youtube,Hidden Signs of ADHD in Girls That Most People Miss!,here are some hidden signs of ADHD in girls ADHD often looks different in girls compared to boys making it harder to recognize one super sensitive to rejection girls with ADH often experience rejection sensitivity dysphoria which makes them deeply affected by feelings of exclusion or criticism they may overreact to perceived rejection and struggle to move past it two emotional disre ation strong emotional responses that are difficult to control are common she may experience intense sadness anger or attachment to others in situations where such reactions seem excessive three lack of motivation while often mistaken for laziness this is actually a result of executive dysfunction making it difficult to initiate and follow through with tasks four time management struggles this can manifest as chronic lateness or conversely excessive anxiety about being late leading to an obsession with punctuality and arriving too early five short-lived interests she may rapidly switch from one passion to another becoming intensely obsessed with something for a while before quickly losing interest in moving on six messiness and disorganization low motivation and executive dysfunction can lead to untiy spaces and difficulty maintaining organization,7,0,1,1,overestimates_severity
C_LOGISTIC_REGRESSION,196,1,3,youtube:000196,youtube,Do I have OCD or ADHD or Both?,did you know that OCD is sometimes misdiagnosed as ADHD October is ADHD awareness month and I'd like to share some information with you about the similarities and differences between OCD and ADHD both disorders can include problems with concentration sleep time management emotional disregulation and sensory issues however they have several distinct features as well ADHD may include inattention hyperactivity forgetfulness impulsivity or hyper Focus people may use the word obsessed to describe their hyperfixation such as my child is obsessed with trains or I'm obsessed with this new TV show on the other hand obsessions in OCD are unwanted and upsetting which creates anxiety and distress that drives the individual to perform compulsions in some cases individuals may have both OCD and ADHD an in-depth assessment can help clients and their families receive an accurate diagnosis and effective treatment,5,0,2,2,overestimates_severity
C_LOGISTIC_REGRESSION,199,3,2,youtube:000199,youtube,Dr. Russell Barkley on ADHD Masking,the brighter people struggle with the disorder longer they're not beli nobody can think that they got as far as they did and have ADHD uh and therefore it's dismissed or trivialized or just go to Starbucks and get a coffee or get a good night sleep take a little omega-3 six oil you know just do something trivial none of which by the way works but the the issue here then is they will eventually crash uh it just takes longer for that crash to happen uh it might be College where we find that uh only about 10% of people with ADHD can complete a college program versus 40% of the population and it has nothing to do with Brilliance intelligence or knowledge it's the demands that college makes on Executive functioning and self-regulation are enormous and unless they um get special help at College they're usually out within one to two semesters they just can't handle the the demands,5,4,-1,1,underestimates_severity
C_LOGISTIC_REGRESSION,200,1,4,youtube:000200,youtube,Signs of ADHD in women that no one ever talks about #shorts #ADHD,eight signs of ADHD in women that no one ever talks about so let's talk about them you have an intense fear of letting others down or saying no no matter what you do you don't feel good enough you struggle to verbalize your own feelings and opinions sometimes you overshare or put your foot in your mouth you feel misunderstood but you long for connection you got good grades in school but you don't remember anything you learned you feel like you may have missed out on your passion and Colleen because so much of your energy has been hiding your struggles you have so many dreams and possibilities but you don't know where to start you're not crazy you're not too much you're not a hot mess you're not a drama queen and you're not alone,7,1,3,3,overestimates_severity
C_LOGISTIC_REGRESSION,203,1,2,youtube:000203,youtube,ADHD and Autism: Causes and Connection,ADHD and autism are neurodevelopmental disorders means that they start early in childhood and affect how your brain grows and functions examples of neurodevelopmental disorders include ADHD autism spectrum disorder or ASD intellectual developmental disorder and learning disorders it is common if you have one to have another one in fact there's a high prevalence of people with Autism Spectrum who also have ADHD the reverse is not as common for people with ADH D to also have ASD but people with ADHD can have features of autism spectrum without having the complete disorder both disorders are highly genetic meaning the genes from them are passed down through [Music] families,5,0,1,1,overestimates_severity
